tile_x,tile_y,zoom,inside_polygon
8455,5783,14,0
8455,5784,14,0
8455,5785,14,0
8455,5786,14,0
8455,5787,14,0
8455,5788,14,0
8455,5789,14,0
8455,5790,14,0
8455,5791,14,0
8455,5792,14,0
8455,5793,14,0
8455,5794,14,0
8455,5795,14,0
8455,5796,14,0
8455,5797,14,0
8455,5798,14,0
8455,5799,14,0
8455,5800,14,0
8455,5801,14,0
8455,5802,14,0
8455,5803,14,0
8455,5804,14,0
8455,5805,14,0
8455,5806,14,0
8455,5807,14,0
8455,5808,14,0
8455,5809,14,0
8455,5810,14,0
8455,5811,14,0
8455,5812,14,0
8455,5813,14,0
8455,5814,14,0
8455,5815,14,0
8455,5816,14,0
8455,5817,14,0
8455,5818,14,0
8455,5819,14,0
8455,5820,14,0
8455,5821,14,0
8455,5822,14,0
8455,5823,14,0
8456,5783,14,0
8456,5784,14,0
8456,5785,14,0
8456,5786,14,0
8456,5787,14,0
8456,5788,14,0
8456,5789,14,0
8456,5790,14,0
8456,5791,14,0
8456,5792,14,0
8456,5793,14,0
8456,5794,14,0
8456,5795,14,0
8456,5796,14,0
8456,5797,14,0
8456,5798,14,0
8456,5799,14,0
8456,5800,14,0
8456,5801,14,0
8456,5802,14,0
8456,5803,14,0
8456,5804,14,0
8456,5805,14,0
8456,5806,14,0
8456,5807,14,0
8456,5808,14,0
8456,5809,14,0
8456,5810,14,0
8456,5811,14,0
8456,5812,14,0
8456,5813,14,0
8456,5814,14,0
8456,5815,14,0
8456,5816,14,0
8456,5817,14,0
8456,5818,14,0
8456,5819,14,0
8456,5820,14,0
8456,5821,14,0
8456,5822,14,0
8456,5823,14,0
8457,5783,14,0
8457,5784,14,0
8457,5785,14,0
8457,5786,14,0
8457,5787,14,0
8457,5788,14,0
8457,5789,14,0
8457,5790,14,0
8457,5791,14,0
8457,5792,14,0
8457,5793,14,0
8457,5794,14,0
8457,5795,14,0
8457,5796,14,0
8457,5797,14,0
8457,5798,14,0
8457,5799,14,0
8457,5800,14,0
8457,5801,14,0
8457,5802,14,0
8457,5803,14,0
8457,5804,14,0
8457,5805,14,0
8457,5806,14,0
8457,5807,14,0
8457,5808,14,0
8457,5809,14,0
8457,5810,14,0
8457,5811,14,0
8457,5812,14,0
8457,5813,14,0
8457,5814,14,0
8457,5815,14,0
8457,5816,14,0
8457,5817,14,0
8457,5818,14,0
8457,5819,14,0
8457,5820,14,0
8457,5821,14,0
8457,5822,14,0
8457,5823,14,0
8458,5783,14,0
8458,5784,14,0
8458,5785,14,0
8458,5786,14,0
8458,5787,14,0
8458,5788,14,0
8458,5789,14,0
8458,5790,14,0
8458,5791,14,0
8458,5792,14,0
8458,5793,14,0
8458,5794,14,0
8458,5795,14,0
8458,5796,14,0
8458,5797,14,0
8458,5798,14,0
8458,5799,14,0
8458,5800,14,0
8458,5801,14,0
8458,5802,14,0
8458,5803,14,0
8458,5804,14,0
8458,5805,14,0
8458,5806,14,0
8458,5807,14,0
8458,5808,14,0
8458,5809,14,0
8458,5810,14,0
8458,5811,14,0
8458,5812,14,0
8458,5813,14,0
8458,5814,14,0
8458,5815,14,0
8458,5816,14,0
8458,5817,14,0
8458,5818,14,0
8458,5819,14,0
8458,5820,14,0
8458,5821,14,0
8458,5822,14,0
8458,5823,14,0
8459,5783,14,0
8459,5784,14,0
8459,5785,14,0
8459,5786,14,0
8459,5787,14,0
8459,5788,14,0
8459,5789,14,0
8459,5790,14,0
8459,5791,14,0
8459,5792,14,0
8459,5793,14,0
8459,5794,14,0
8459,5795,14,0
8459,5796,14,0
8459,5797,14,0
8459,5798,14,0
8459,5799,14,0
8459,5800,14,0
8459,5801,14,0
8459,5802,14,0
8459,5803,14,0
8459,5804,14,0
8459,5805,14,0
8459,5806,14,0
8459,5807,14,0
8459,5808,14,0
8459,5809,14,0
8459,5810,14,0
8459,5811,14,0
8459,5812,14,0
8459,5813,14,0
8459,5814,14,0
8459,5815,14,0
8459,5816,14,0
8459,5817,14,0
8459,5818,14,0
8459,5819,14,0
8459,5820,14,0
8459,5821,14,0
8459,5822,14,0
8459,5823,14,0
8460,5783,14,0
8460,5784,14,0
8460,5785,14,0
8460,5786,14,0
8460,5787,14,0
8460,5788,14,0
8460,5789,14,0
8460,5790,14,0
8460,5791,14,0
8460,5792,14,0
8460,5793,14,0
8460,5794,14,0
8460,5795,14,0
8460,5796,14,0
8460,5797,14,0
8460,5798,14,0
8460,5799,14,0
8460,5800,14,0
8460,5801,14,0
8460,5802,14,0
8460,5803,14,0
8460,5804,14,0
8460,5805,14,0
8460,5806,14,0
8460,5807,14,0
8460,5808,14,0
8460,5809,14,0
8460,5810,14,0
8460,5811,14,0
8460,5812,14,0
8460,5813,14,0
8460,5814,14,0
8460,5815,14,0
8460,5816,14,0
8460,5817,14,0
8460,5818,14,0
8460,5819,14,0
8460,5820,14,0
8460,5821,14,0
8460,5822,14,0
8460,5823,14,0
8461,5783,14,0
8461,5784,14,0
8461,5785,14,0
8461,5786,14,0
8461,5787,14,0
8461,5788,14,0
8461,5789,14,0
8461,5790,14,0
8461,5791,14,0
8461,5792,14,0
8461,5793,14,0
8461,5794,14,0
8461,5795,14,0
8461,5796,14,0
8461,5797,14,0
8461,5798,14,0
8461,5799,14,0
8461,5800,14,0
8461,5801,14,0
8461,5802,14,0
8461,5803,14,0
8461,5804,14,0
8461,5805,14,0
8461,5806,14,0
8461,5807,14,0
8461,5808,14,0
8461,5809,14,0
8461,5810,14,0
8461,5811,14,0
8461,5812,14,0
8461,5813,14,0
8461,5814,14,0
8461,5815,14,0
8461,5816,14,0
8461,5817,14,0
8461,5818,14,0
8461,5819,14,0
8461,5820,14,0
8461,5821,14,0
8461,5822,14,0
8461,5823,14,0
8462,5783,14,0
8462,5784,14,0
8462,5785,14,0
8462,5786,14,0
8462,5787,14,0
8462,5788,14,0
8462,5789,14,0
8462,5790,14,0
8462,5791,14,0
8462,5792,14,0
8462,5793,14,0
8462,5794,14,0
8462,5795,14,0
8462,5796,14,0
8462,5797,14,0
8462,5798,14,0
8462,5799,14,0
8462,5800,14,0
8462,5801,14,0
8462,5802,14,0
8462,5803,14,0
8462,5804,14,0
8462,5805,14,0
8462,5806,14,0
8462,5807,14,0
8462,5808,14,0
8462,5809,14,0
8462,5810,14,0
8462,5811,14,0
8462,5812,14,0
8462,5813,14,0
8462,5814,14,0
8462,5815,14,0
8462,5816,14,0
8462,5817,14,0
8462,5818,14,0
8462,5819,14,0
8462,5820,14,0
8462,5821,14,0
8462,5822,14,0
8462,5823,14,0
8463,5783,14,0
8463,5784,14,0
8463,5785,14,0
8463,5786,14,0
8463,5787,14,0
8463,5788,14,0
8463,5789,14,0
8463,5790,14,0
8463,5791,14,0
8463,5792,14,0
8463,5793,14,0
8463,5794,14,0
8463,5795,14,0
8463,5796,14,0
8463,5797,14,0
8463,5798,14,0
8463,5799,14,0
8463,5800,14,0
8463,5801,14,0
8463,5802,14,0
8463,5803,14,0
8463,5804,14,0
8463,5805,14,0
8463,5806,14,0
8463,5807,14,0
8463,5808,14,0
8463,5809,14,0
8463,5810,14,0
8463,5811,14,0
8463,5812,14,0
8463,5813,14,0
8463,5814,14,0
8463,5815,14,0
8463,5816,14,0
8463,5817,14,0
8463,5818,14,0
8463,5819,14,0
8463,5820,14,0
8463,5821,14,0
8463,5822,14,0
8463,5823,14,0
8464,5783,14,0
8464,5784,14,0
8464,5785,14,0
8464,5786,14,0
8464,5787,14,0
8464,5788,14,0
8464,5789,14,0
8464,5790,14,0
8464,5791,14,0
8464,5792,14,0
8464,5793,14,0
8464,5794,14,0
8464,5795,14,0
8464,5796,14,0
8464,5797,14,0
8464,5798,14,0
8464,5799,14,0
8464,5800,14,0
8464,5801,14,0
8464,5802,14,0
8464,5803,14,0
8464,5804,14,0
8464,5805,14,0
8464,5806,14,0
8464,5807,14,0
8464,5808,14,0
8464,5809,14,0
8464,5810,14,0
8464,5811,14,1
8464,5812,14,1
8464,5813,14,0
8464,5814,14,1
8464,5815,14,0
8464,5816,14,0
8464,5817,14,0
8464,5818,14,0
8464,5819,14,0
8464,5820,14,0
8464,5821,14,0
8464,5822,14,0
8464,5823,14,0
8465,5783,14,0
8465,5784,14,0
8465,5785,14,0
8465,5786,14,0
8465,5787,14,0
8465,5788,14,0
8465,5789,14,0
8465,5790,14,0
8465,5791,14,0
8465,5792,14,0
8465,5793,14,0
8465,5794,14,0
8465,5795,14,0
8465,5796,14,0
8465,5797,14,0
8465,5798,14,0
8465,5799,14,0
8465,5800,14,0
8465,5801,14,0
8465,5802,14,0
8465,5803,14,0
8465,5804,14,0
8465,5805,14,0
8465,5806,14,0
8465,5807,14,0
8465,5808,14,0
8465,5809,14,0
8465,5810,14,1
8465,5811,14,1
8465,5812,14,1
8465,5813,14,1
8465,5814,14,1
8465,5815,14,1
8465,5816,14,1
8465,5817,14,0
8465,5818,14,0
8465,5819,14,0
8465,5820,14,0
8465,5821,14,0
8465,5822,14,0
8465,5823,14,0
8466,5783,14,0
8466,5784,14,0
8466,5785,14,0
8466,5786,14,0
8466,5787,14,0
8466,5788,14,0
8466,5789,14,0
8466,5790,14,0
8466,5791,14,0
8466,5792,14,0
8466,5793,14,0
8466,5794,14,0
8466,5795,14,0
8466,5796,14,0
8466,5797,14,0
8466,5798,14,0
8466,5799,14,0
8466,5800,14,0
8466,5801,14,0
8466,5802,14,0
8466,5803,14,0
8466,5804,14,0
8466,5805,14,0
8466,5806,14,0
8466,5807,14,0
8466,5808,14,0
8466,5809,14,0
8466,5810,14,1
8466,5811,14,1
8466,5812,14,1
8466,5813,14,1
8466,5814,14,1
8466,5815,14,1
8466,5816,14,0
8466,5817,14,1
8466,5818,14,1
8466,5819,14,0
8466,5820,14,0
8466,5821,14,0
8466,5822,14,0
8466,5823,14,0
8467,5783,14,0
8467,5784,14,0
8467,5785,14,0
8467,5786,14,0
8467,5787,14,0
8467,5788,14,0
8467,5789,14,0
8467,5790,14,0
8467,5791,14,0
8467,5792,14,0
8467,5793,14,0
8467,5794,14,0
8467,5795,14,0
8467,5796,14,0
8467,5797,14,0
8467,5798,14,0
